sku,subcat,thread_size,length,threading,specifications_met,thread_type,head_height,material,tensile_strength,hardness,mcmaster_pn,title,part_no,system_of_measurement,head_type,thread_diameter,thread_spacing,thread_direction,thread_fit,drive_style,reach,rohs,head_width,min_thread_length,finish,fastener_strength_grade_class,thread_pitch
0229FA00441,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,40 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,8.8 mm,Steel,150000 psi,Rockwell C32,91310A766,"91310A766 M14 x 40 mm ISO 4017, DIN 933 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00441,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,22 mm,,,Class 10.9,2 mm
0229FA00237,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,45 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,8.8 mm,Steel,150000 psi,Rockwell C32,90854A264,"90854A264 M14 x 45 mm ISO 4017, DIN 933 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00237,Metric,Hex,,Coarse,Right Hand,Class 6h,External Hex,,,22 mm,,Zinc Yellow-Chromate Plated,Class 10.9,2 mm
0229FA00442,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,45 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,8.8 mm,Steel,150000 psi,Rockwell C32,91310A768,"91310A768 M14 x 45 mm ISO 4017, DIN 933 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00442,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,22 mm,,,Class 10.9,2 mm
0229FA00177,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,45 mm,Partially Threaded,DIN 931,Metric,8.8 mm,Steel,150000 psi,Rockwell C32,90447A840,90447A840 M14 x 45 mm DIN 931 High-Strength Metric Class 10.9 Steel Hex Head Screws,0229FA00177,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,22 mm,29 mm,,Class 10.9,2 mm
0229FA00238,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,50 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,8.8 mm,Steel,150000 psi,Rockwell C32,90854A267,"90854A267 M14 x 50 mm ISO 4017, DIN 933 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00238,Metric,Hex,,Coarse,Right Hand,Class 6h,External Hex,,,22 mm,,Zinc Yellow-Chromate Plated,Class 10.9,2 mm
0229FA00338,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,50 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,8.8 mm,Steel,150000 psi,Rockwell C32,91310A147,"91310A147 M14 x 50 mm ISO 4017, DIN 933 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00338,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,22 mm,,,Class 10.9,2 mm
0229FA00443,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,50 mm,Partially Threaded,"ISO 4014, DIN 931",Metric,8.8 mm,Steel,150000 psi,Rockwell C32,91310A786,"91310A786 M14 x 50 mm ISO 4014, DIN 931 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00443,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,22 mm,34 mm,,Class 10.9,2 mm
0229FA00542,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,50 mm,Partially Threaded,"ISO 4014, DIN 931",Metric,8.8 mm,Steel,150000 psi,Rockwell C32,95327A731,"95327A731 M14 x 50 mm ISO 4014, DIN 931 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00542,Metric,Hex,,Coarse,Right Hand,Class 6h,External Hex,,,22 mm,34 mm,Zinc Yellow-Chromate Plated,Class 10.9,2 mm
0229FA00172,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,55 mm,Fully Threaded,DIN 933,Metric,8.8 mm,Steel,150000 psi,Rockwell C32,90447A780,90447A780 M14 x 55 mm DIN 933 High-Strength Metric Class 10.9 Steel Hex Head Screws,0229FA00172,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,22 mm,,,Class 10.9,2 mm
0229FA00252,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,55 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,8.8 mm,Steel,150000 psi,Rockwell C32,90854A298,"90854A298 M14 x 55 mm ISO 4017, DIN 933 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00252,Metric,Hex,,Coarse,Right Hand,Class 6h,External Hex,,,22 mm,,Zinc Yellow-Chromate Plated,Class 10.9,2 mm
0229FA00339,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,60 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,8.8 mm,Steel,150000 psi,Rockwell C32,91310A148,"91310A148 M14 x 60 mm ISO 4017, DIN 933 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00339,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,22 mm,,,Class 10.9,2 mm
0229FA00444,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,60 mm,Partially Threaded,"ISO 4014, DIN 931",Metric,8.8 mm,Steel,150000 psi,Rockwell C32,91310A788,"91310A788 M14 x 60 mm ISO 4014, DIN 931 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00444,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,22 mm,34 mm,,Class 10.9,2 mm
0229FA00543,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,60 mm,Partially Threaded,"ISO 4014, DIN 931",Metric,8.8 mm,Steel,150000 psi,Rockwell C32,95327A733,"95327A733 M14 x 60 mm ISO 4014, DIN 931 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00543,Metric,Hex,,Coarse,Right Hand,Class 6h,External Hex,,,22 mm,34 mm,Zinc Yellow-Chromate Plated,Class 10.9,2 mm
0229FA00173,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,65 mm,Fully Threaded,DIN 933,Metric,8.8 mm,Steel,150000 psi,Rockwell C32,90447A790,90447A790 M14 x 65 mm DIN 933 High-Strength Metric Class 10.9 Steel Hex Head Screws,0229FA00173,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,22 mm,,,Class 10.9,2 mm
0229FA00178,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,65 mm,Partially Threaded,DIN 931,Metric,8.8 mm,Steel,150000 psi,Rockwell C32,90447A850,90447A850 M14 x 65 mm DIN 931 High-Strength Metric Class 10.9 Steel Hex Head Screws,0229FA00178,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,22 mm,34 mm,,Class 10.9,2 mm
0229FA00174,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,70 mm,Fully Threaded,DIN 933,Metric,8.8 mm,Steel,150000 psi,Rockwell C32,90447A810,90447A810 M14 x 70 mm DIN 933 High-Strength Metric Class 10.9 Steel Hex Head Screws,0229FA00174,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,22 mm,,,Class 10.9,2 mm
0229FA00445,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,70 mm,Partially Threaded,"ISO 4014, DIN 931",Metric,8.8 mm,Steel,150000 psi,Rockwell C32,91310A790,"91310A790 M14 x 70 mm ISO 4014, DIN 931 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00445,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,22 mm,34 mm,,Class 10.9,2 mm
0229FA00544,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,70 mm,Partially Threaded,"ISO 4014, DIN 931",Metric,8.8 mm,Steel,150000 psi,Rockwell C32,95327A736,"95327A736 M14 x 70 mm ISO 4014, DIN 931 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00544,Metric,Hex,,Coarse,Right Hand,Class 6h,External Hex,,,22 mm,34 mm,Zinc Yellow-Chromate Plated,Class 10.9,2 mm
0229FA00175,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,75 mm,Fully Threaded,DIN 933,Metric,8.8 mm,Steel,150000 psi,Rockwell C32,90447A820,90447A820 M14 x 75 mm DIN 933 High-Strength Metric Class 10.9 Steel Hex Head Screws,0229FA00175,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,22 mm,,,Class 10.9,2 mm
0229FA00179,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,75 mm,Partially Threaded,DIN 931,Metric,8.8 mm,Steel,150000 psi,Rockwell C32,90447A860,90447A860 M14 x 75 mm DIN 931 High-Strength Metric Class 10.9 Steel Hex Head Screws,0229FA00179,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,22 mm,34 mm,,Class 10.9,2 mm
0229FA00176,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,80 mm,Fully Threaded,DIN 933,Metric,8.8 mm,Steel,150000 psi,Rockwell C32,90447A830,90447A830 M14 x 80 mm DIN 933 High-Strength Metric Class 10.9 Steel Hex Head Screws,0229FA00176,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,22 mm,,,Class 10.9,2 mm
0229FA00446,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,80 mm,Partially Threaded,"ISO 4014, DIN 931",Metric,8.8 mm,Steel,150000 psi,Rockwell C32,91310A792,"91310A792 M14 x 80 mm ISO 4014, DIN 931 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00446,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,22 mm,34 mm,,Class 10.9,2 mm
0229FA00545,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,80 mm,Partially Threaded,"ISO 4014, DIN 931",Metric,8.8 mm,Steel,150000 psi,Rockwell C32,95327A739,"95327A739 M14 x 80 mm ISO 4014, DIN 931 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00545,Metric,Hex,,Coarse,Right Hand,Class 6h,External Hex,,,22 mm,34 mm,Zinc Yellow-Chromate Plated,Class 10.9,2 mm
0229FA00180,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,85 mm,Partially Threaded,DIN 931,Metric,8.8 mm,Steel,150000 psi,Rockwell C32,90447A870,90447A870 M14 x 85 mm DIN 931 High-Strength Metric Class 10.9 Steel Hex Head Screws,0229FA00180,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,22 mm,34 mm,,Class 10.9,2 mm
0229FA00447,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,90 mm,Partially Threaded,"ISO 4014, DIN 931",Metric,8.8 mm,Steel,150000 psi,Rockwell C32,91310A794,"91310A794 M14 x 90 mm ISO 4014, DIN 931 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00447,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,22 mm,34 mm,,Class 10.9,2 mm
0229FA00546,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,90 mm,Partially Threaded,"ISO 4014, DIN 931",Metric,8.8 mm,Steel,150000 psi,Rockwell C32,95327A742,"95327A742 M14 x 90 mm ISO 4014, DIN 931 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00546,Metric,Hex,,Coarse,Right Hand,Class 6h,External Hex,,,22 mm,34 mm,Zinc Yellow-Chromate Plated,Class 10.9,2 mm
0229FA00181,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,95 mm,Partially Threaded,DIN 931,Metric,8.8 mm,Steel,150000 psi,Rockwell C32,90447A880,90447A880 M14 x 95 mm DIN 931 High-Strength Metric Class 10.9 Steel Hex Head Screws,0229FA00181,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,22 mm,34 mm,,Class 10.9,2 mm
0229FA00448,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,100 mm,Partially Threaded,"ISO 4014, DIN 931",Metric,8.8 mm,Steel,150000 psi,Rockwell C32,91310A796,"91310A796 M14 x 100 mm ISO 4014, DIN 931 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00448,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,22 mm,34 mm,,Class 10.9,2 mm
0229FA00547,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,100 mm,Partially Threaded,"ISO 4014, DIN 931",Metric,8.8 mm,Steel,150000 psi,Rockwell C32,95327A745,"95327A745 M14 x 100 mm ISO 4014, DIN 931 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00547,Metric,Hex,,Coarse,Right Hand,Class 6h,External Hex,,,22 mm,34 mm,Zinc Yellow-Chromate Plated,Class 10.9,2 mm
0229FA00182,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,105 mm,Partially Threaded,DIN 931,Metric,8.8 mm,Steel,150000 psi,Rockwell C32,90447A890,90447A890 M14 x 105 mm DIN 931 High-Strength Metric Class 10.9 Steel Hex Head Screws,0229FA00182,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,22 mm,34 mm,,Class 10.9,2 mm
0229FA00183,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,110 mm,Partially Threaded,DIN 931,Metric,8.8 mm,Steel,150000 psi,Rockwell C32,90447A910,90447A910 M14 x 110 mm DIN 931 High-Strength Metric Class 10.9 Steel Hex Head Screws,0229FA00183,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,22 mm,34 mm,,Class 10.9,2 mm
0229FA00184,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,130 mm,Partially Threaded,DIN 931,Metric,8.8 mm,Steel,150000 psi,Rockwell C32,90447A920,90447A920 M14 x 130 mm DIN 931 High-Strength Metric Class 10.9 Steel Hex Head Screws,0229FA00184,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,22 mm,38 mm,,Class 10.9,2 mm
0229FA00185,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,140 mm,Partially Threaded,DIN 931,Metric,8.8 mm,Steel,150000 psi,Rockwell C32,90447A930,90447A930 M14 x 140 mm DIN 931 High-Strength Metric Class 10.9 Steel Hex Head Screws,0229FA00185,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,22 mm,38 mm,,Class 10.9,2 mm
0229FA00186,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,150 mm,Partially Threaded,DIN 931,Metric,8.8 mm,Steel,150000 psi,Rockwell C32,90447A940,90447A940 M14 x 150 mm DIN 931 High-Strength Metric Class 10.9 Steel Hex Head Screws,0229FA00186,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,22 mm,38 mm,,Class 10.9,2 mm
0229FA00187,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,160 mm,Partially Threaded,DIN 931,Metric,8.8 mm,Steel,150000 psi,Rockwell C32,90447A950,90447A950 M14 x 160 mm DIN 931 High-Strength Metric Class 10.9 Steel Hex Head Screws,0229FA00187,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,22 mm,38 mm,,Class 10.9,2 mm
0229FA00188,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,170 mm,Partially Threaded,DIN 931,Metric,8.8 mm,Steel,150000 psi,Rockwell C32,90447A960,90447A960 M14 x 170 mm DIN 931 High-Strength Metric Class 10.9 Steel Hex Head Screws,0229FA00188,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,22 mm,38 mm,,Class 10.9,2 mm
0229FA00189,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,180 mm,Partially Threaded,DIN 931,Metric,8.8 mm,Steel,150000 psi,Rockwell C32,90447A970,90447A970 M14 x 180 mm DIN 931 High-Strength Metric Class 10.9 Steel Hex Head Screws,0229FA00189,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,22 mm,38 mm,,Class 10.9,2 mm
0229FA00190,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M14,200 mm,Partially Threaded,DIN 931,Metric,8.8 mm,Steel,150000 psi,Rockwell C32,90447A980,90447A980 M14 x 200 mm DIN 931 High-Strength Metric Class 10.9 Steel Hex Head Screws,0229FA00190,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,22 mm,38 mm,,Class 10.9,2 mm
0229FA00340,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M16,25 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,10 mm,Steel,150000 psi,Rockwell C32,91310A149,"91310A149 M16 x 25 mm ISO 4017, DIN 933 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00340,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,24 mm,,,Class 10.9,2 mm
0229FA00045,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M16,30 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,10 mm,Steel,150000 psi,Rockwell C32,90180A659,"90180A659 M16 x 30 mm ISO 4017, DIN 933 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00045,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,24 mm,,"Blue-Dyed, Zinc-Plated",Class 10.9,2 mm
0229FA00239,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M16,30 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,10 mm,Steel,150000 psi,Rockwell C32,90854A270,"90854A270 M16 x 30 mm ISO 4017, DIN 933 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00239,Metric,Hex,,Coarse,Right Hand,Class 6h,External Hex,Compliant,Compliant,24 mm,,Zinc Yellow-Chromate Plated,Class 10.9,2 mm
0229FA00449,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M16,30 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,10 mm,Steel,150000 psi,Rockwell C32,91310A830,"91310A830 M16 x 30 mm ISO 4017, DIN 933 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00449,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,24 mm,,,Class 10.9,2 mm
0229FA00046,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M16,35 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,10 mm,Steel,150000 psi,Rockwell C32,90180A661,"90180A661 M16 x 35 mm ISO 4017, DIN 933 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00046,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,24 mm,,"Blue-Dyed, Zinc-Plated",Class 10.9,2 mm
0229FA00240,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M16,35 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,10 mm,Steel,150000 psi,Rockwell C32,90854A273,"90854A273 M16 x 35 mm ISO 4017, DIN 933 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00240,Metric,Hex,,Coarse,Right Hand,Class 6h,External Hex,,,24 mm,,Zinc Yellow-Chromate Plated,Class 10.9,2 mm
0229FA00450,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M16,35 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,10 mm,Steel,150000 psi,Rockwell C32,91310A833,"91310A833 M16 x 35 mm ISO 4017, DIN 933 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00450,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,24 mm,,,Class 10.9,2 mm
0229FA00047,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M16,40 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,10 mm,Steel,150000 psi,Rockwell C32,90180A662,"90180A662 M16 x 40 mm ISO 4017, DIN 933 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00047,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,24 mm,,"Blue-Dyed, Zinc-Plated",Class 10.9,2 mm
0229FA00241,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M16,40 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,10 mm,Steel,150000 psi,Rockwell C32,90854A276,"90854A276 M16 x 40 mm ISO 4017, DIN 933 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00241,Metric,Hex,,Coarse,Right Hand,Class 6h,External Hex,Compliant,Compliant,24 mm,,Zinc Yellow-Chromate Plated,Class 10.9,2 mm
0229FA00451,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M16,40 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,10 mm,Steel,150000 psi,Rockwell C32,91310A836,"91310A836 M16 x 40 mm ISO 4017, DIN 933 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00451,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,24 mm,,,Class 10.9,2 mm
0229FA00303,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M16,40 mm,Fully Threaded,"ISO 8676, DIN 961",Metric,10 mm,Steel,150000 psi,Rockwell C32,91052A121,"91052A121 M16 x 40 mm ISO 8676, DIN 961 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00303,Metric,Hex,,Fine,Right Hand,Class 6h,External Hex,,,24 mm,,Zinc Yellow-Chromate Plated,Class 10.9,1.5 mm
0229FA00048,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M16,45 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,10 mm,Steel,150000 psi,Rockwell C32,90180A663,"90180A663 M16 x 45 mm ISO 4017, DIN 933 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00048,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,24 mm,,"Blue-Dyed, Zinc-Plated",Class 10.9,2 mm
0229FA00242,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M16,45 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,10 mm,Steel,150000 psi,Rockwell C32,90854A279,"90854A279 M16 x 45 mm ISO 4017, DIN 933 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00242,Metric,Hex,,Coarse,Right Hand,Class 6h,External Hex,Compliant,Compliant,24 mm,,Zinc Yellow-Chromate Plated,Class 10.9,2 mm
0229FA00452,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M16,45 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,10 mm,Steel,150000 psi,Rockwell C32,91310A839,"91310A839 M16 x 45 mm ISO 4017, DIN 933 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00452,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,24 mm,,,Class 10.9,2 mm
0229FA00049,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M16,50 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,10 mm,Steel,150000 psi,Rockwell C32,90180A664,"90180A664 M16 x 50 mm ISO 4017, DIN 933 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00049,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,24 mm,,"Blue-Dyed, Zinc-Plated",Class 10.9,2 mm
0229FA00243,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M16,50 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,10 mm,Steel,150000 psi,Rockwell C32,90854A282,"90854A282 M16 x 50 mm ISO 4017, DIN 933 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00243,Metric,Hex,,Coarse,Right Hand,Class 6h,External Hex,,,24 mm,,Zinc Yellow-Chromate Plated,Class 10.9,2 mm
0229FA00453,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M16,50 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,10 mm,Steel,150000 psi,Rockwell C32,91310A842,"91310A842 M16 x 50 mm ISO 4017, DIN 933 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00453,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,24 mm,,,Class 10.9,2 mm
0229FA00304,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M16,50 mm,Fully Threaded,"ISO 8676, DIN 961",Metric,10 mm,Steel,150000 psi,Rockwell C32,91052A122,"91052A122 M16 x 50 mm ISO 8676, DIN 961 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00304,Metric,Hex,,Fine,Right Hand,Class 6h,External Hex,,,24 mm,,Zinc Yellow-Chromate Plated,Class 10.9,1.5 mm
0229FA00454,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M16,50 mm,Partially Threaded,"ISO 4014, DIN 931",Metric,10 mm,Steel,150000 psi,Rockwell C32,91310A844,"91310A844 M16 x 50 mm ISO 4014, DIN 931 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00454,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,24 mm,38 mm,,Class 10.9,2 mm
0229FA00548,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M16,50 mm,Partially Threaded,"ISO 4014, DIN 931",Metric,10 mm,Steel,150000 psi,Rockwell C32,95327A761,"95327A761 M16 x 50 mm ISO 4014, DIN 931 High-Strength Metric Class 10.9 Steel Hex Head Screws",0229FA00548,Metric,Hex,,Coarse,Right Hand,Class 6h,External Hex,,,24 mm,38 mm,Zinc Yellow-Chromate Plated,Class 10.9,2 mm
0229FA00191,/products/screws/hex-head-screws/high-strength-metric-class-10-9-steel-hex-head-screws/,M16,55 mm,Fully Threaded,DIN 933,Metric,10 mm,Steel,150000 psi,Rockwell C32,90447A990,90447A990 M16 x 55 mm DIN 933 High-Strength Metric Class 10.9 Steel Hex Head Screws,0229FA00191,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,24 mm,,,Class 10.9,2 mm
