sku,subcat,thread_size,length,threading,specifications_met,thread_type,head_height,material,tensile_strength,hardness,mcmaster_pn,title,part_no,system_of_measurement,head_type,thread_diameter,thread_spacing,thread_direction,thread_fit,drive_style,reach,rohs,head_width,min_thread_length,finish,fastener_strength_grade_class,thread_pitch
0262FA00001,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/8""-16","1""",Fully Threaded,ASTM A193,UNC,"15/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A331,"92655A331 3/8""-16 x 1"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00001,Inch,Hex,"0.375""",Coarse,Right Hand,Class 2A,External Hex,,,"9/16""",,,ASTM Grade B8,
0262FA00002,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/8""-16","1 1/4""",Fully Threaded,ASTM A193,UNC,"15/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A338,"92655A338 3/8""-16 x 1 1/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00002,Inch,Hex,"0.375""",Coarse,Right Hand,Class 2A,External Hex,,,"9/16""",,,ASTM Grade B8,
0262FA00003,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/8""-16","1 1/2""",Partially Threaded,ASTM A193,UNC,"15/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A345,"92655A345 3/8""-16 x 1 1/2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00003,Inch,Hex,"0.375""",Coarse,Right Hand,Class 2A,External Hex,,,"9/16""",,,ASTM Grade B8,
0262FA00004,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/8""-16","1 3/4""",Partially Threaded,ASTM A193,UNC,"15/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A352,"92655A352 3/8""-16 x 1 3/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00004,Inch,Hex,"0.375""",Coarse,Right Hand,Class 2A,External Hex,,,"9/16""",,,ASTM Grade B8,
0262FA00025,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/8""-16","2""",Partially Threaded,ASTM A193,UNC,"15/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A601,"92655A601 3/8""-16 x 2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00025,Inch,Hex,"0.375""",Coarse,Right Hand,Class 2A,External Hex,,,"9/16""",,,ASTM Grade B8,
0262FA00026,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/8""-16","2 1/4""",Partially Threaded,ASTM A193,UNC,"15/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A602,"92655A602 3/8""-16 x 2 1/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00026,Inch,Hex,"0.375""",Coarse,Right Hand,Class 2A,External Hex,,,"9/16""",,,ASTM Grade B8,
0262FA00027,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/8""-16","2 1/2""",Partially Threaded,ASTM A193,UNC,"15/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A603,"92655A603 3/8""-16 x 2 1/2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00027,Inch,Hex,"0.375""",Coarse,Right Hand,Class 2A,External Hex,,,"9/16""",,,ASTM Grade B8,
0262FA00028,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/8""-16","2 3/4""",Partially Threaded,ASTM A193,UNC,"15/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A604,"92655A604 3/8""-16 x 2 3/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00028,Inch,Hex,"0.375""",Coarse,Right Hand,Class 2A,External Hex,,,"9/16""",,,ASTM Grade B8,
0262FA00029,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/8""-16","3""",Partially Threaded,ASTM A193,UNC,"15/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A605,"92655A605 3/8""-16 x 3"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00029,Inch,Hex,"0.375""",Coarse,Right Hand,Class 2A,External Hex,,,"9/16""",,,ASTM Grade B8,
0262FA00030,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/8""-16","4""",Partially Threaded,ASTM A193,UNC,"15/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A606,"92655A606 3/8""-16 x 4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00030,Inch,Hex,"0.375""",Coarse,Right Hand,Class 2A,External Hex,,,"9/16""",,,ASTM Grade B8,
0262FA00031,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/8""-16","4 1/2""",Partially Threaded,ASTM A193,UNC,"15/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A607,"92655A607 3/8""-16 x 4 1/2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00031,Inch,Hex,"0.375""",Coarse,Right Hand,Class 2A,External Hex,,,"9/16""",,,ASTM Grade B8,
0262FA00032,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/8""-16","5""",Partially Threaded,ASTM A193,UNC,"15/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A608,"92655A608 3/8""-16 x 5"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00032,Inch,Hex,"0.375""",Coarse,Right Hand,Class 2A,External Hex,,,"9/16""",,,ASTM Grade B8,
0262FA00033,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/8""-16","6""",Partially Threaded,ASTM A193,UNC,"15/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A609,"92655A609 3/8""-16 x 6"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00033,Inch,Hex,"0.375""",Coarse,Right Hand,Class 2A,External Hex,,,"9/16""",,,ASTM Grade B8,
0262FA00034,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/8""-16","7""",Partially Threaded,ASTM A193,UNC,"15/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A611,"92655A611 3/8""-16 x 7"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00034,Inch,Hex,"0.375""",Coarse,Right Hand,Class 2A,External Hex,,,"9/16""",,,ASTM Grade B8,
0262FA00035,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/8""-16","8""",Partially Threaded,ASTM A193,UNC,"15/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A612,"92655A612 3/8""-16 x 8"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00035,Inch,Hex,"0.375""",Coarse,Right Hand,Class 2A,External Hex,,,"9/16""",,,ASTM Grade B8,
0262FA00005,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"1/2""-13","1""",Fully Threaded,ASTM A193,UNC,"11/32""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A399,"92655A399 1/2""-13 x 1"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00005,Inch,Hex,"0.5""",Coarse,Right Hand,Class 2A,External Hex,,,"7/8""",,,ASTM Grade B8,
0262FA00006,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"1/2""-13","1 1/4""",Fully Threaded,ASTM A193,UNC,"5/16""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A401,"92655A401 1/2""-13 x 1 1/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00006,Inch,Hex,"0.5""",Coarse,Right Hand,Class 2A,External Hex,,,"7/8""",,,ASTM Grade B8,
0262FA00007,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"1/2""-13","1 1/2""",Fully Threaded,ASTM A193,UNC,"5/16""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A405,"92655A405 1/2""-13 x 1 1/2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00007,Inch,Hex,"0.5""",Coarse,Right Hand,Class 2A,External Hex,,,"7/8""",,,ASTM Grade B8,
0262FA00008,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"1/2""-13","1 3/4""",Partially Threaded,ASTM A193,UNC,"11/32""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A408,"92655A408 1/2""-13 x 1 3/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00008,Inch,Hex,"0.5""",Coarse,Right Hand,Class 2A,External Hex,,,"7/8""",,,ASTM Grade B8,
0262FA00009,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"1/2""-13","2""",Partially Threaded,ASTM A193,UNC,"5/16""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A412,"92655A412 1/2""-13 x 2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00009,Inch,Hex,"0.5""",Coarse,Right Hand,Class 2A,External Hex,,,"7/8""",,,ASTM Grade B8,
0262FA00036,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"1/2""-13","2 1/4""",Partially Threaded,ASTM A193,UNC,"5/16""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A613,"92655A613 1/2""-13 x 2 1/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00036,Inch,Hex,"0.5""",Coarse,Right Hand,Class 2A,External Hex,,,"7/8""",,,ASTM Grade B8,
0262FA00010,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"1/2""-13","2 1/2""",Partially Threaded,ASTM A193,UNC,"5/16""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A416,"92655A416 1/2""-13 x 2 1/2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00010,Inch,Hex,"0.5""",Coarse,Right Hand,Class 2A,External Hex,,,"7/8""",,,ASTM Grade B8,
0262FA00037,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"1/2""-13","2 3/4""",Partially Threaded,ASTM A193,UNC,"5/16""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A614,"92655A614 1/2""-13 x 2 3/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00037,Inch,Hex,"0.5""",Coarse,Right Hand,Class 2A,External Hex,,,"7/8""",,,ASTM Grade B8,
0262FA00011,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"1/2""-13","3""",Partially Threaded,ASTM A193,UNC,"5/16""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A419,"92655A419 1/2""-13 x 3"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00011,Inch,Hex,"0.5""",Coarse,Right Hand,Class 2A,External Hex,,,"7/8""",,,ASTM Grade B8,
0262FA00038,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"1/2""-13","3 1/4""",Partially Threaded,ASTM A193,UNC,"5/16""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A615,"92655A615 1/2""-13 x 3 1/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00038,Inch,Hex,"0.5""",Coarse,Right Hand,Class 2A,External Hex,,,"7/8""",,,ASTM Grade B8,
0262FA00012,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"1/2""-13","3 1/2""",Partially Threaded,ASTM A193,UNC,"5/16""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A423,"92655A423 1/2""-13 x 3 1/2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00012,Inch,Hex,"0.5""",Coarse,Right Hand,Class 2A,External Hex,,,"7/8""",,,ASTM Grade B8,
0262FA00039,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"1/2""-13","3 3/4""",Partially Threaded,ASTM A193,UNC,"5/16""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A616,"92655A616 1/2""-13 x 3 3/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00039,Inch,Hex,"0.5""",Coarse,Right Hand,Class 2A,External Hex,,,"7/8""",,,ASTM Grade B8,
0262FA00013,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"1/2""-13","4""",Partially Threaded,ASTM A193,UNC,"5/16""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A426,"92655A426 1/2""-13 x 4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00013,Inch,Hex,"0.5""",Coarse,Right Hand,Class 2A,External Hex,,,"7/8""",,,ASTM Grade B8,
0262FA00040,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"1/2""-13","4 1/4""",Partially Threaded,ASTM A193,UNC,"5/16""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A617,"92655A617 1/2""-13 x 4 1/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00040,Inch,Hex,"0.5""",Coarse,Right Hand,Class 2A,External Hex,,,"7/8""",,,ASTM Grade B8,
0262FA00041,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"1/2""-13","4 1/2""",Partially Threaded,ASTM A193,UNC,"5/16""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A618,"92655A618 1/2""-13 x 4 1/2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00041,Inch,Hex,"0.5""",Coarse,Right Hand,Class 2A,External Hex,,,"7/8""",,,ASTM Grade B8,
0262FA00042,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"1/2""-13","5""",Partially Threaded,ASTM A193,UNC,"5/16""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A619,"92655A619 1/2""-13 x 5"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00042,Inch,Hex,"0.5""",Coarse,Right Hand,Class 2A,External Hex,,,"7/8""",,,ASTM Grade B8,
0262FA00043,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"1/2""-13","6""",Partially Threaded,ASTM A193,UNC,"5/16""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A621,"92655A621 1/2""-13 x 6"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00043,Inch,Hex,"0.5""",Coarse,Right Hand,Class 2A,External Hex,,,"7/8""",,,ASTM Grade B8,
0262FA00108,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"1/2""-13","7""",Partially Threaded,ASTM A193,UNC,"5/16""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A709,"92655A709 1/2""-13 x 7"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00108,Inch,Hex,"0.5""",Coarse,Right Hand,Class 2A,External Hex,,,"7/8""",,,ASTM Grade B8,
0262FA00044,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"1/2""-13","8""",Partially Threaded,ASTM A193,UNC,"5/16""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A622,"92655A622 1/2""-13 x 8"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00044,Inch,Hex,"0.5""",Coarse,Right Hand,Class 2A,External Hex,,,"7/8""",,,ASTM Grade B8,
0262FA00045,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"1/2""-13","9""",Partially Threaded,ASTM A193,UNC,"5/16""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A623,"92655A623 1/2""-13 x 9"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00045,Inch,Hex,"0.5""",Coarse,Right Hand,Class 2A,External Hex,,,"7/8""",,,ASTM Grade B8,
0262FA00046,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"5/8""-11","1""",Fully Threaded,ASTM A193,UNC,"25/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A625,"92655A625 5/8""-11 x 1"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00046,Inch,Hex,"0.625""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/16""",,,ASTM Grade B8,
0262FA00047,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"5/8""-11","1 1/4""",Fully Threaded,ASTM A193,UNC,"25/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A626,"92655A626 5/8""-11 x 1 1/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00047,Inch,Hex,"0.625""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/16""",,,ASTM Grade B8,
0262FA00014,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"5/8""-11","1 1/2""",Fully Threaded,ASTM A193,UNC,"25/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A443,"92655A443 5/8""-11 x 1 1/2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00014,Inch,Hex,"0.625""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/16""",,,ASTM Grade B8,
0262FA00048,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"5/8""-11","1 3/4""",Partially Threaded,ASTM A193,UNC,"25/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A627,"92655A627 5/8""-11 x 1 3/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00048,Inch,Hex,"0.625""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/16""",,,ASTM Grade B8,
0262FA00015,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"5/8""-11","2""",Partially Threaded,ASTM A193,UNC,"25/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A451,"92655A451 5/8""-11 x 2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00015,Inch,Hex,"0.625""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/16""",,,ASTM Grade B8,
0262FA00049,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"5/8""-11","2 1/4""",Partially Threaded,ASTM A193,UNC,"25/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A628,"92655A628 5/8""-11 x 2 1/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00049,Inch,Hex,"0.625""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/16""",,,ASTM Grade B8,
0262FA00050,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"5/8""-11","2 1/2""",Partially Threaded,ASTM A193,UNC,"25/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A629,"92655A629 5/8""-11 x 2 1/2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00050,Inch,Hex,"0.625""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/16""",,,ASTM Grade B8,
0262FA00051,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"5/8""-11","2 3/4""",Partially Threaded,ASTM A193,UNC,"25/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A631,"92655A631 5/8""-11 x 2 3/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00051,Inch,Hex,"0.625""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/16""",,,ASTM Grade B8,
0262FA00016,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"5/8""-11","3""",Partially Threaded,ASTM A193,UNC,"25/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A456,"92655A456 5/8""-11 x 3"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00016,Inch,Hex,"0.625""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/16""",,,ASTM Grade B8,
0262FA00052,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"5/8""-11","3 1/4""",Partially Threaded,ASTM A193,UNC,"25/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A632,"92655A632 5/8""-11 x 3 1/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00052,Inch,Hex,"0.625""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/16""",,,ASTM Grade B8,
0262FA00017,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"5/8""-11","3 1/2""",Partially Threaded,ASTM A193,UNC,"25/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A461,"92655A461 5/8""-11 x 3 1/2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00017,Inch,Hex,"0.625""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/16""",,,ASTM Grade B8,
0262FA00053,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"5/8""-11","3 3/4""",Partially Threaded,ASTM A193,UNC,"25/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A633,"92655A633 5/8""-11 x 3 3/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00053,Inch,Hex,"0.625""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/16""",,,ASTM Grade B8,
0262FA00018,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"5/8""-11","4""",Partially Threaded,ASTM A193,UNC,"25/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A465,"92655A465 5/8""-11 x 4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00018,Inch,Hex,"0.625""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/16""",,,ASTM Grade B8,
0262FA00054,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"5/8""-11","4 1/4""",Partially Threaded,ASTM A193,UNC,"25/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A634,"92655A634 5/8""-11 x 4 1/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00054,Inch,Hex,"0.625""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/16""",,,ASTM Grade B8,
0262FA00055,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"5/8""-11","4 1/2""",Partially Threaded,ASTM A193,UNC,"25/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A635,"92655A635 5/8""-11 x 4 1/2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00055,Inch,Hex,"0.625""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/16""",,,ASTM Grade B8,
0262FA00056,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"5/8""-11","4 3/4""",Partially Threaded,ASTM A193,UNC,"25/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A636,"92655A636 5/8""-11 x 4 3/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00056,Inch,Hex,"0.625""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/16""",,,ASTM Grade B8,
0262FA00057,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"5/8""-11","5""",Partially Threaded,ASTM A193,UNC,"25/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A637,"92655A637 5/8""-11 x 5"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00057,Inch,Hex,"0.625""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/16""",,,ASTM Grade B8,
0262FA00058,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"5/8""-11","5 1/2""",Partially Threaded,ASTM A193,UNC,"25/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A638,"92655A638 5/8""-11 x 5 1/2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00058,Inch,Hex,"0.625""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/16""",,,ASTM Grade B8,
0262FA00059,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"5/8""-11","6""",Partially Threaded,ASTM A193,UNC,"25/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A639,"92655A639 5/8""-11 x 6"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00059,Inch,Hex,"0.625""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/16""",,,ASTM Grade B8,
0262FA00060,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"5/8""-11","7""",Partially Threaded,ASTM A193,UNC,"25/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A641,"92655A641 5/8""-11 x 7"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00060,Inch,Hex,"0.625""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/16""",,,ASTM Grade B8,
