sku,subcat,thread_size,length,threading,specifications_met,thread_type,head_diameter,head_height,material,tensile_strength,hardness,mcmaster_pn,title,part_no,system_of_measurement,head_type,socket_head_profile,thread_diameter,thread_spacing,thread_direction,thread_fit,drive_style,drive_size,reach,rohs,thread_pitch,min_thread_length
0028FA00087,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,4-40,"1/4""",Fully Threaded,-,UNC,"0.183""","0.059""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A110,"93615A110 4-40 x 1/4"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00087,Inch,Socket,Low,"0.112""",Coarse,Right Hand,Class 3A,Hex,"0.050""",Compliant,Compliant,,
0028FA00088,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,4-40,"3/8""",Fully Threaded,-,UNC,"0.183""","0.059""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A111,"93615A111 4-40 x 3/8"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00088,Inch,Socket,Low,"0.112""",Coarse,Right Hand,Class 3A,Hex,"0.050""",Compliant,Compliant,,
0028FA00089,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,4-40,"1/2""",Fully Threaded,-,UNC,"0.183""","0.059""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A112,"93615A112 4-40 x 1/2"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00089,Inch,Socket,Low,"0.112""",Coarse,Right Hand,Class 3A,Hex,"0.050""",Compliant,Compliant,,
0028FA00092,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,6-32,"1/4""",Fully Threaded,-,UNC,"0.226""","0.072""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A210,"93615A210 6-32 x 1/4"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00092,Inch,Socket,Low,"0.138""",Coarse,Right Hand,Class 3A,Hex,"1/16""",Compliant,Compliant,,
0028FA00093,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,6-32,"5/16""",Fully Threaded,-,UNC,"0.226""","0.072""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A211,"93615A211 6-32 x 5/16"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00093,Inch,Socket,Low,"0.138""",Coarse,Right Hand,Class 3A,Hex,"1/16""",Compliant,Compliant,,
0028FA00094,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,6-32,"3/8""",Fully Threaded,-,UNC,"0.226""","0.072""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A215,"93615A215 6-32 x 3/8"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00094,Inch,Socket,Low,"0.138""",Coarse,Right Hand,Class 3A,Hex,"1/16""",Compliant,Compliant,,
0028FA00095,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,6-32,"1/2""",Fully Threaded,-,UNC,"0.226""","0.072""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A216,"93615A216 6-32 x 1/2"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00095,Inch,Socket,Low,"0.138""",Coarse,Right Hand,Class 3A,Hex,"1/16""",Compliant,Compliant,,
0028FA00097,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,6-32,"5/8""",Fully Threaded,-,UNC,"0.226""","0.072""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A218,"93615A218 6-32 x 5/8"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00097,Inch,Socket,Low,"0.138""",Coarse,Right Hand,Class 3A,Hex,"1/16""",Compliant,Compliant,,
0028FA00096,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,6-32,"3/4""",Fully Threaded,-,UNC,"0.226""","0.072""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A217,"93615A217 6-32 x 3/4"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00096,Inch,Socket,Low,"0.138""",Coarse,Right Hand,Class 3A,Hex,"1/16""",Compliant,Compliant,,
0028FA00099,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,8-32,"1/4""",Fully Threaded,-,UNC,"0.27""","0.085""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A317,"93615A317 8-32 x 1/4"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00099,Inch,Socket,Low,"0.164""",Coarse,Right Hand,Class 3A,Hex,"5/64""",Compliant,Compliant,,
0028FA00100,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,8-32,"5/16""",Fully Threaded,-,UNC,"0.27""","0.085""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A318,"93615A318 8-32 x 5/16"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00100,Inch,Socket,Low,"0.164""",Coarse,Right Hand,Class 3A,Hex,"5/64""",Compliant,Compliant,,
0028FA00098,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,8-32,"3/8""",Fully Threaded,-,UNC,"0.27""","0.085""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A315,"93615A315 8-32 x 3/8"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00098,Inch,Socket,Low,"0.164""",Coarse,Right Hand,Class 3A,Hex,"5/64""",Compliant,Compliant,,
0028FA00101,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,8-32,"1/2""",Fully Threaded,-,UNC,"0.27""","0.085""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A320,"93615A320 8-32 x 1/2"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00101,Inch,Socket,Low,"0.164""",Coarse,Right Hand,Class 3A,Hex,"5/64""",Compliant,Compliant,,
0028FA00102,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,8-32,"5/8""",Fully Threaded,-,UNC,"0.27""","0.085""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A321,"93615A321 8-32 x 5/8"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00102,Inch,Socket,Low,"0.164""",Coarse,Right Hand,Class 3A,Hex,"5/64""",Compliant,Compliant,,
0028FA00103,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,8-32,"3/4""",Fully Threaded,-,UNC,"0.27""","0.085""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A323,"93615A323 8-32 x 3/4"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00103,Inch,Socket,Low,"0.164""",Coarse,Right Hand,Class 3A,Hex,"5/64""",Compliant,Compliant,,
0028FA00104,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,8-32,"1""",Fully Threaded,-,UNC,"0.27""","0.085""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A324,"93615A324 8-32 x 1"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00104,Inch,Socket,Low,"0.164""",Coarse,Right Hand,Class 3A,Hex,"5/64""",Compliant,Compliant,,
0028FA00105,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,10-24,"3/8""",Fully Threaded,-,UNC,"0.313""","0.098""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A349,"93615A349 10-24 x 3/8"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00105,Inch,Socket,Low,"0.19""",Coarse,Right Hand,Class 3A,Hex,"3/32""",Compliant,Compliant,,
0028FA00106,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,10-24,"1/2""",Fully Threaded,-,UNC,"0.313""","0.098""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A350,"93615A350 10-24 x 1/2"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00106,Inch,Socket,Low,"0.19""",Coarse,Right Hand,Class 3A,Hex,"3/32""",Compliant,Compliant,,
0028FA00107,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,10-24,"5/8""",Fully Threaded,-,UNC,"0.313""","0.098""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A351,"93615A351 10-24 x 5/8"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00107,Inch,Socket,Low,"0.19""",Coarse,Right Hand,Class 3A,Hex,"3/32""",Compliant,Compliant,,
0028FA00108,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,10-24,"3/4""",Fully Threaded,-,UNC,"0.313""","0.098""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A355,"93615A355 10-24 x 3/4"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00108,Inch,Socket,Low,"0.19""",Coarse,Right Hand,Class 3A,Hex,"3/32""",Compliant,Compliant,,
0028FA00109,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,10-24,"1""",Fully Threaded,-,UNC,"0.313""","0.098""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A360,"93615A360 10-24 x 1"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00109,Inch,Socket,Low,"0.19""",Coarse,Right Hand,Class 3A,Hex,"3/32""",Compliant,Compliant,,
0028FA00090,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,10-32,"1/4""",Fully Threaded,-,UNF,"0.313""","0.098""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A113,"93615A113 10-32 x 1/4"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00090,Inch,Socket,Low,"0.19""",Fine,Right Hand,Class 3A,Hex,"3/32""",Compliant,Compliant,,
0028FA00110,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,10-32,"3/8""",Fully Threaded,-,UNF,"0.313""","0.098""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A370,"93615A370 10-32 x 3/8"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00110,Inch,Socket,Low,"0.19""",Fine,Right Hand,Class 3A,Hex,"3/32""",Compliant,Compliant,,
0028FA00111,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,10-32,"1/2""",Fully Threaded,-,UNF,"0.313""","0.098""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A380,"93615A380 10-32 x 1/2"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00111,Inch,Socket,Low,"0.19""",Fine,Right Hand,Class 3A,Hex,"3/32""",Compliant,Compliant,,
0028FA00112,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,10-32,"5/8""",Fully Threaded,-,UNF,"0.313""","0.098""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A381,"93615A381 10-32 x 5/8"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00112,Inch,Socket,Low,"0.19""",Fine,Right Hand,Class 3A,Hex,"3/32""",Compliant,Compliant,,
0028FA00113,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,10-32,"3/4""",Fully Threaded,-,UNF,"0.313""","0.098""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A385,"93615A385 10-32 x 3/4"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00113,Inch,Socket,Low,"0.19""",Fine,Right Hand,Class 3A,Hex,"3/32""",Compliant,Compliant,,
0028FA00114,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,10-32,"1""",Fully Threaded,-,UNF,"0.313""","0.098""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A390,"93615A390 10-32 x 1"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00114,Inch,Socket,Low,"0.19""",Fine,Right Hand,Class 3A,Hex,"3/32""",Compliant,Compliant,,
0028FA00091,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"1/4""-20","1/4""",Fully Threaded,-,UNC,"3/8""","0.127""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A114,"93615A114 1/4""-20 x 1/4"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00091,Inch,Socket,Low,"0.25""",Coarse,Right Hand,Class 3A,Hex,"1/8""",Compliant,Compliant,,
0028FA00115,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"1/4""-20","3/8""",Fully Threaded,-,UNC,"3/8""","0.127""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A405,"93615A405 1/4""-20 x 3/8"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00115,Inch,Socket,Low,"0.25""",Coarse,Right Hand,Class 3A,Hex,"1/8""",Compliant,Compliant,,
0028FA00116,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"1/4""-20","7/16""",Fully Threaded,-,UNC,"3/8""","0.127""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A409,"93615A409 1/4""-20 x 7/16"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00116,Inch,Socket,Low,"0.25""",Coarse,Right Hand,Class 3A,Hex,"1/8""",Compliant,Compliant,,
0028FA00117,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"1/4""-20","1/2""",Fully Threaded,-,UNC,"3/8""","0.127""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A410,"93615A410 1/4""-20 x 1/2"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00117,Inch,Socket,Low,"0.25""",Coarse,Right Hand,Class 3A,Hex,"1/8""",Compliant,Compliant,,
0028FA00118,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"1/4""-20","5/8""",Fully Threaded,-,UNC,"3/8""","0.127""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A412,"93615A412 1/4""-20 x 5/8"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00118,Inch,Socket,Low,"0.25""",Coarse,Right Hand,Class 3A,Hex,"1/8""",Compliant,Compliant,,
0028FA00119,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"1/4""-20","3/4""",Fully Threaded,-,UNC,"3/8""","0.127""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A415,"93615A415 1/4""-20 x 3/4"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00119,Inch,Socket,Low,"0.25""",Coarse,Right Hand,Class 3A,Hex,"1/8""",Compliant,Compliant,,
0028FA00120,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"1/4""-20","7/8""",Fully Threaded,-,UNC,"3/8""","0.127""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A417,"93615A417 1/4""-20 x 7/8"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00120,Inch,Socket,Low,"0.25""",Coarse,Right Hand,Class 3A,Hex,"1/8""",Compliant,Compliant,,
0028FA00121,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"1/4""-20","1""",Fully Threaded,-,UNC,"3/8""","0.127""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A420,"93615A420 1/4""-20 x 1"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00121,Inch,Socket,Low,"0.25""",Coarse,Right Hand,Class 3A,Hex,"1/8""",Compliant,Compliant,,
0028FA00122,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"1/4""-20","1 1/4""",Fully Threaded,-,UNC,"3/8""","0.127""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A422,"93615A422 1/4""-20 x 1 1/4"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00122,Inch,Socket,Low,"0.25""",Coarse,Right Hand,Class 3A,Hex,"1/8""",Compliant,Compliant,,
0028FA00123,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"1/4""-20","1 1/2""",Fully Threaded,-,UNC,"3/8""","0.127""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A425,"93615A425 1/4""-20 x 1 1/2"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00123,Inch,Socket,Low,"0.25""",Coarse,Right Hand,Class 3A,Hex,"1/8""",Compliant,Compliant,,
0028FA00124,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"1/4""-28","3/8""",Fully Threaded,-,UNF,"3/8""","0.127""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A430,"93615A430 1/4""-28 x 3/8"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00124,Inch,Socket,Low,"0.25""",Fine,Right Hand,Class 3A,Hex,"1/8""",Compliant,Compliant,,
0028FA00125,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"1/4""-28","1/2""",Fully Threaded,-,UNF,"3/8""","0.127""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A431,"93615A431 1/4""-28 x 1/2"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00125,Inch,Socket,Low,"0.25""",Fine,Right Hand,Class 3A,Hex,"1/8""",Compliant,Compliant,,
0028FA00126,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"1/4""-28","5/8""",Fully Threaded,-,UNF,"3/8""","0.127""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A432,"93615A432 1/4""-28 x 5/8"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00126,Inch,Socket,Low,"0.25""",Fine,Right Hand,Class 3A,Hex,"1/8""",Compliant,Compliant,,
0028FA00127,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"1/4""-28","3/4""",Fully Threaded,-,UNF,"3/8""","0.127""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A433,"93615A433 1/4""-28 x 3/4"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00127,Inch,Socket,Low,"0.25""",Fine,Right Hand,Class 3A,Hex,"1/8""",Compliant,Compliant,,
0028FA00128,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"1/4""-28","1""",Fully Threaded,-,UNF,"3/8""","0.127""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A434,"93615A434 1/4""-28 x 1"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00128,Inch,Socket,Low,"0.25""",Fine,Right Hand,Class 3A,Hex,"1/8""",Compliant,Compliant,,
0028FA00129,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"5/16""-18","1/2""",Fully Threaded,-,UNC,"0.438""","0.158""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A450,"93615A450 5/16""-18 x 1/2"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00129,Inch,Socket,Low,"0.3125""",Coarse,Right Hand,Class 3A,Hex,"5/32""",Compliant,Compliant,,
0028FA00130,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"5/16""-18","5/8""",Fully Threaded,-,UNC,"0.438""","0.158""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A451,"93615A451 5/16""-18 x 5/8"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00130,Inch,Socket,Low,"0.3125""",Coarse,Right Hand,Class 3A,Hex,"5/32""",Compliant,Compliant,,
0028FA00131,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"5/16""-18","3/4""",Fully Threaded,-,UNC,"0.438""","0.158""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A453,"93615A453 5/16""-18 x 3/4"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00131,Inch,Socket,Low,"0.3125""",Coarse,Right Hand,Class 3A,Hex,"5/32""",Compliant,Compliant,,
0028FA00132,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"5/16""-18","1""",Fully Threaded,-,UNC,"0.438""","0.158""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A456,"93615A456 5/16""-18 x 1"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00132,Inch,Socket,Low,"0.3125""",Coarse,Right Hand,Class 3A,Hex,"5/32""",Compliant,Compliant,,
0028FA00133,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"5/16""-18","1 1/4""",Fully Threaded,-,UNC,"0.438""","0.158""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A458,"93615A458 5/16""-18 x 1 1/4"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00133,Inch,Socket,Low,"0.3125""",Coarse,Right Hand,Class 3A,Hex,"5/32""",Compliant,Compliant,,
0028FA00134,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"5/16""-18","1 1/2""",Fully Threaded,-,UNC,"0.438""","0.158""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A460,"93615A460 5/16""-18 x 1 1/2"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00134,Inch,Socket,Low,"0.3125""",Coarse,Right Hand,Class 3A,Hex,"5/32""",Compliant,Compliant,,
0028FA00135,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"3/8""-16","1/2""",Fully Threaded,-,UNC,"0.563""","0.192""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A510,"93615A510 3/8""-16 x 1/2"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00135,Inch,Socket,Low,"0.375""",Coarse,Right Hand,Class 3A,Hex,"3/16""",Compliant,Compliant,,
0028FA00136,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"3/8""-16","5/8""",Fully Threaded,-,UNC,"0.563""","0.192""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A512,"93615A512 3/8""-16 x 5/8"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00136,Inch,Socket,Low,"0.375""",Coarse,Right Hand,Class 3A,Hex,"3/16""",Compliant,Compliant,,
0028FA00137,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"3/8""-16","3/4""",Fully Threaded,-,UNC,"0.563""","0.192""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A515,"93615A515 3/8""-16 x 3/4"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00137,Inch,Socket,Low,"0.375""",Coarse,Right Hand,Class 3A,Hex,"3/16""",Compliant,Compliant,,
0028FA00138,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"3/8""-16","1""",Fully Threaded,-,UNC,"0.563""","0.192""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A520,"93615A520 3/8""-16 x 1"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00138,Inch,Socket,Low,"0.375""",Coarse,Right Hand,Class 3A,Hex,"3/16""",Compliant,Compliant,,
0028FA00139,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"3/8""-16","1 1/4""",Fully Threaded,-,UNC,"0.563""","0.192""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A524,"93615A524 3/8""-16 x 1 1/4"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00139,Inch,Socket,Low,"0.375""",Coarse,Right Hand,Class 3A,Hex,"3/16""",Compliant,Compliant,,
0028FA00140,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"3/8""-16","1 1/2""",Fully Threaded,-,UNC,"0.563""","0.192""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A526,"93615A526 3/8""-16 x 1 1/2"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00140,Inch,Socket,Low,"0.375""",Coarse,Right Hand,Class 3A,Hex,"3/16""",Compliant,Compliant,,
0028FA00141,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"1/2""-13","1""",Fully Threaded,-,UNC,"3/4""","1/4""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A531,"93615A531 1/2""-13 x 1"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00141,Inch,Socket,Low,"0.5""",Coarse,Right Hand,Class 3A,Hex,"1/4""",Compliant,Compliant,,
0028FA00142,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"1/2""-13","1 1/4""",Fully Threaded,-,UNC,"3/4""","1/4""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A532,"93615A532 1/2""-13 x 1 1/4"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00142,Inch,Socket,Low,"0.5""",Coarse,Right Hand,Class 3A,Hex,"1/4""",Compliant,Compliant,,
0028FA00143,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,"1/2""-13","1 1/2""",Fully Threaded,-,UNC,"3/4""","1/4""",18-8 Stainless Steel,70000 psi,Rockwell B70,93615A533,"93615A533 1/2""-13 x 1 1/2"" 18-8 Stainless Steel Low-Profile Socket Head Screws",0028FA00143,Inch,Socket,Low,"0.5""",Coarse,Right Hand,Class 3A,Hex,"1/4""",Compliant,Compliant,,
0028FA00074,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M2,4 mm,Fully Threaded,-,Metric,3.8 mm,1.35 mm,18-8 Stainless Steel,70000 psi,Rockwell B70,92855A836,92855A836 M2 x 4 mm 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00074,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,1.3 mm,Compliant,Compliant,0.4 mm,
0028FA00075,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M2,5 mm,Fully Threaded,-,Metric,3.8 mm,1.35 mm,18-8 Stainless Steel,70000 psi,Rockwell B70,92855A837,92855A837 M2 x 5 mm 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00075,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,1.3 mm,Compliant,Compliant,0.4 mm,
0028FA00076,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M2,6 mm,Fully Threaded,-,Metric,3.8 mm,1.35 mm,18-8 Stainless Steel,70000 psi,Rockwell B70,92855A838,92855A838 M2 x 6 mm 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00076,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,1.3 mm,Compliant,Compliant,0.4 mm,
