sku,subcat,thread_size,length,threading,specifications_met,thread_type,head_diameter,head_height,material,tensile_strength,hardness,mcmaster_pn,title,part_no,system_of_measurement,head_type,socket_head_profile,thread_diameter,thread_spacing,thread_direction,thread_fit,drive_style,drive_size,reach,rohs,thread_pitch,min_thread_length
0018FA00582,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M2,18 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,3.8 mm,2 mm,316 Stainless Steel,70000 psi,Not Rated,92290A850,"92290A850 M2 x 18 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00582,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,1.5 mm,Compliant,Compliant,0.4 mm,
0018FA00546,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M2,20 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,3.8 mm,2 mm,316 Stainless Steel,70000 psi,Not Rated,92290A747,"92290A747 M2 x 20 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00546,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,1.5 mm,Compliant,Compliant,0.4 mm,
0018FA00583,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M2,25 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,3.8 mm,2 mm,316 Stainless Steel,70000 psi,Not Rated,92290A851,"92290A851 M2 x 25 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00583,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,1.5 mm,Compliant,Compliant,0.4 mm,
0018FA00584,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M2,30 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,3.8 mm,2 mm,316 Stainless Steel,70000 psi,Not Rated,92290A852,"92290A852 M2 x 30 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00584,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,1.5 mm,Compliant,Compliant,0.4 mm,
0018FA00585,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M2.5,3 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,4.5 mm,2.5 mm,316 Stainless Steel,70000 psi,Not Rated,92290A853,"92290A853 M2.5 x 3 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00585,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2 mm,Compliant,Compliant,0.45 mm,
0018FA00547,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M2.5,4 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,4.5 mm,2.5 mm,316 Stainless Steel,70000 psi,Not Rated,92290A751,"92290A751 M2.5 x 4 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00547,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2 mm,Compliant,Compliant,0.45 mm,
0018FA00403,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M2.5,5 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,4.5 mm,2.5 mm,316 Stainless Steel,70000 psi,Not Rated,92290A055,"92290A055 M2.5 x 5 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00403,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2 mm,Compliant,Compliant,0.45 mm,
0018FA00404,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M2.5,6 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,4.5 mm,2.5 mm,316 Stainless Steel,70000 psi,Not Rated,92290A056,"92290A056 M2.5 x 6 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00404,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2 mm,Compliant,Compliant,0.45 mm,
0018FA00405,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M2.5,8 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,4.5 mm,2.5 mm,316 Stainless Steel,70000 psi,Not Rated,92290A058,"92290A058 M2.5 x 8 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00405,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2 mm,Compliant,Compliant,0.45 mm,
0018FA00406,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M2.5,10 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,4.5 mm,2.5 mm,316 Stainless Steel,70000 psi,Not Rated,92290A060,"92290A060 M2.5 x 10 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00406,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2 mm,Compliant,Compliant,0.45 mm,
0018FA00407,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M2.5,12 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,4.5 mm,2.5 mm,316 Stainless Steel,70000 psi,Not Rated,92290A062,"92290A062 M2.5 x 12 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00407,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2 mm,Compliant,Compliant,0.45 mm,
0018FA00590,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M2.5,14 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,4.5 mm,2.5 mm,316 Stainless Steel,70000 psi,Rockwell B70,92290A858,"92290A858 M2.5 x 14 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00590,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2 mm,Compliant,Compliant,0.45 mm,
0018FA00408,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M2.5,16 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,4.5 mm,2.5 mm,316 Stainless Steel,70000 psi,Not Rated,92290A065,"92290A065 M2.5 x 16 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00408,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2 mm,Compliant,Compliant,0.45 mm,
0018FA00548,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M2.5,20 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,4.5 mm,2.5 mm,316 Stainless Steel,70000 psi,Not Rated,92290A752,"92290A752 M2.5 x 20 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00548,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2 mm,Compliant,Compliant,0.45 mm,
0018FA00549,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M2.5,25 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,4.5 mm,2.5 mm,316 Stainless Steel,70000 psi,Not Rated,92290A753,"92290A753 M2.5 x 25 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00549,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2 mm,Compliant,Compliant,0.45 mm,
0018FA00586,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M2.5,30 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,4.5 mm,2.5 mm,316 Stainless Steel,70000 psi,Not Rated,92290A854,"92290A854 M2.5 x 30 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00586,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2 mm,Compliant,Compliant,0.45 mm,
0018FA00410,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M3,3 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,5.5 mm,3 mm,316 Stainless Steel,70000 psi,Not Rated,92290A109,"92290A109 M3 x 3 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00410,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.5 mm,
0018FA00409,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M3,4 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,5.5 mm,3 mm,316 Stainless Steel,70000 psi,Not Rated,92290A108,"92290A108 M3 x 4 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00409,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.5 mm,
0018FA00411,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M3,5 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,5.5 mm,3 mm,316 Stainless Steel,70000 psi,Not Rated,92290A110,"92290A110 M3 x 5 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00411,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.5 mm,
0018FA00412,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M3,6 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,5.5 mm,3 mm,316 Stainless Steel,70000 psi,Not Rated,92290A111,"92290A111 M3 x 6 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00412,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.5 mm,
0018FA00413,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M3,8 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,5.5 mm,3 mm,316 Stainless Steel,70000 psi,Not Rated,92290A113,"92290A113 M3 x 8 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00413,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.5 mm,
0018FA00414,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M3,10 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,5.5 mm,3 mm,316 Stainless Steel,70000 psi,Not Rated,92290A115,"92290A115 M3 x 10 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00414,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.5 mm,
0018FA00415,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M3,12 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,5.5 mm,3 mm,316 Stainless Steel,70000 psi,Not Rated,92290A117,"92290A117 M3 x 12 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00415,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.5 mm,
0018FA00416,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M3,14 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,5.5 mm,3 mm,316 Stainless Steel,70000 psi,Not Rated,92290A118,"92290A118 M3 x 14 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00416,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.5 mm,
0018FA00591,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M3,15 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,5.5 mm,3 mm,316 Stainless Steel,70000 psi,Rockwell B70,92290A859,"92290A859 M3 x 15 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00591,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.5 mm,
0018FA00417,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M3,16 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,5.5 mm,3 mm,316 Stainless Steel,70000 psi,Not Rated,92290A120,"92290A120 M3 x 16 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00417,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.5 mm,
0018FA00550,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M3,18 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,5.5 mm,3 mm,316 Stainless Steel,70000 psi,Not Rated,92290A761,"92290A761 M3 x 18 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00550,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.5 mm,
0018FA00418,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M3,20 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,5.5 mm,3 mm,316 Stainless Steel,70000 psi,Not Rated,92290A122,"92290A122 M3 x 20 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00418,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.5 mm,
0018FA00551,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M3,22 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,5.5 mm,3 mm,316 Stainless Steel,70000 psi,Not Rated,92290A762,"92290A762 M3 x 22 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00551,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.5 mm,
0018FA00419,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M3,25 mm,Partially Threaded,"DIN 912, ISO 4762",Metric,5.5 mm,3 mm,316 Stainless Steel,70000 psi,Not Rated,92290A124,"92290A124 M3 x 25 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00419,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.5 mm,18 mm
0018FA00420,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M3,30 mm,Partially Threaded,"DIN 912, ISO 4762",Metric,5.5 mm,3 mm,316 Stainless Steel,70000 psi,Not Rated,92290A126,"92290A126 M3 x 30 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00420,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.5 mm,18 mm
0018FA00552,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M3,35 mm,Partially Threaded,"DIN 912, ISO 4762",Metric,5.5 mm,3 mm,316 Stainless Steel,70000 psi,Not Rated,92290A763,"92290A763 M3 x 35 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00552,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.5 mm,18 mm
0018FA00421,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M3,40 mm,Partially Threaded,"DIN 912, ISO 4762",Metric,5.5 mm,3 mm,316 Stainless Steel,70000 psi,Not Rated,92290A128,"92290A128 M3 x 40 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00421,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.5 mm,18 mm
0018FA00553,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M3,45 mm,Partially Threaded,"DIN 912, ISO 4762",Metric,5.5 mm,3 mm,316 Stainless Steel,70000 psi,Not Rated,92290A764,"92290A764 M3 x 45 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00553,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.5 mm,18 mm
0018FA00422,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M3,50 mm,Partially Threaded,"DIN 912, ISO 4762",Metric,5.5 mm,3 mm,316 Stainless Steel,70000 psi,Not Rated,92290A130,"92290A130 M3 x 50 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00422,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.5 mm,18 mm
0018FA00423,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M3,60 mm,Partially Threaded,"DIN 912, ISO 4762",Metric,5.5 mm,3 mm,316 Stainless Steel,70000 psi,Not Rated,92290A131,"92290A131 M3 x 60 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00423,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.5 mm,18 mm
0018FA00592,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M3.5,6 mm,Fully Threaded,-,Metric,6.3 mm,3.5 mm,316 Stainless Steel,70000 psi,Rockwell B70,92290A860,92290A860 M3.5 x 6 mm Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws,0018FA00592,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.6 mm,
0018FA00593,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M3.5,8 mm,Fully Threaded,-,Metric,6.3 mm,3.5 mm,316 Stainless Steel,70000 psi,Rockwell B70,92290A861,92290A861 M3.5 x 8 mm Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws,0018FA00593,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.6 mm,
0018FA00594,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M3.5,10 mm,Fully Threaded,-,Metric,6.3 mm,3.5 mm,316 Stainless Steel,70000 psi,Rockwell B70,92290A862,92290A862 M3.5 x 10 mm Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws,0018FA00594,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.6 mm,
0018FA00595,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M3.5,12 mm,Fully Threaded,-,Metric,6.3 mm,3.5 mm,316 Stainless Steel,70000 psi,Rockwell B70,92290A863,92290A863 M3.5 x 12 mm Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws,0018FA00595,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.6 mm,
0018FA00596,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M3.5,14 mm,Fully Threaded,-,Metric,6.3 mm,3.5 mm,316 Stainless Steel,70000 psi,Rockwell B70,92290A864,92290A864 M3.5 x 14 mm Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws,0018FA00596,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.6 mm,
0018FA00597,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M3.5,16 mm,Fully Threaded,-,Metric,6.3 mm,3.5 mm,316 Stainless Steel,70000 psi,Rockwell B70,92290A865,92290A865 M3.5 x 16 mm Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws,0018FA00597,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.6 mm,
0018FA00424,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M4,4 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,316 Stainless Steel,70000 psi,Not Rated,92290A138,"92290A138 M4 x 4 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00424,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,3 mm,Compliant,Compliant,0.7 mm,
0018FA00427,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M4,5 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,316 Stainless Steel,70000 psi,Not Rated,92290A141,"92290A141 M4 x 5 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00427,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,3 mm,Compliant,Compliant,0.7 mm,
0018FA00425,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M4,6 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,316 Stainless Steel,70000 psi,Not Rated,92290A139,"92290A139 M4 x 6 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00425,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,3 mm,Compliant,Compliant,0.7 mm,
0018FA00426,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M4,8 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,316 Stainless Steel,70000 psi,Not Rated,92290A140,"92290A140 M4 x 8 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00426,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,3 mm,Compliant,Compliant,0.7 mm,
0018FA00428,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M4,10 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,316 Stainless Steel,70000 psi,Not Rated,92290A144,"92290A144 M4 x 10 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00428,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,3 mm,Compliant,Compliant,0.7 mm,
0018FA00429,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M4,12 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,316 Stainless Steel,70000 psi,Not Rated,92290A148,"92290A148 M4 x 12 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00429,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,3 mm,Compliant,Compliant,0.7 mm,
0018FA00430,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M4,14 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,316 Stainless Steel,70000 psi,Not Rated,92290A150,"92290A150 M4 x 14 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00430,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,3 mm,Compliant,Compliant,0.7 mm,
0018FA00598,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M4,15 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,316 Stainless Steel,70000 psi,Rockwell B70,92290A866,"92290A866 M4 x 15 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00598,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,3 mm,Compliant,Compliant,0.7 mm,
0018FA00431,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M4,16 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,316 Stainless Steel,70000 psi,Not Rated,92290A154,"92290A154 M4 x 16 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00431,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,3 mm,Compliant,Compliant,0.7 mm,
0018FA00432,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M4,18 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,316 Stainless Steel,70000 psi,Not Rated,92290A161,"92290A161 M4 x 18 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00432,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,3 mm,Compliant,Compliant,0.7 mm,
0018FA00433,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M4,20 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,316 Stainless Steel,70000 psi,Not Rated,92290A168,"92290A168 M4 x 20 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00433,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,3 mm,Compliant,Compliant,0.7 mm,
0018FA00554,/products/screws/socket-head-cap-screws/super-corrosion-resistant-316-stainless-steel-socket-head-cap-screws/,M4,22 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,316 Stainless Steel,70000 psi,Not Rated,92290A771,"92290A771 M4 x 22 mm DIN 912, ISO 4762 Super-Corrosion-Resistant 316 Stainless Steel Socket Head Screws",0018FA00554,Metric,Socket,Standard,,Coarse,Right Hand,Class 6g,Hex,3 mm,Compliant,Compliant,0.7 mm,
