sku,subcat,thread_size,length,threading,specifications_met,thread_type,head_diameter,head_height,material,tensile_strength,hardness,mcmaster_pn,title,part_no,system_of_measurement,head_type,thread_diameter,thread_spacing,thread_direction,thread_fit,drive_style,drive_size,reach,rohs,rounded_head_profile,rounded_head_style,thread_pitch,finish
0140FA00003,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,0-80,"1/4""",Fully Threaded,ASME B18.6.3,UNF,"0.096""","0.055""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A055,"91794A055 0-80 x 1/4"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00003,Inch,Rounded,"0.06""",Fine,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00004,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,0-80,"5/16""",Fully Threaded,ASME B18.6.3,UNF,"0.096""","0.055""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A056,"91794A056 0-80 x 5/16"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00004,Inch,Rounded,"0.06""",Fine,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00005,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,0-80,"3/8""",Fully Threaded,ASME B18.6.3,UNF,"0.096""","0.055""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A057,"91794A057 0-80 x 3/8"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00005,Inch,Rounded,"0.06""",Fine,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00006,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,0-80,"1/2""",Fully Threaded,ASME B18.6.3,UNF,"0.096""","0.055""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A059,"91794A059 0-80 x 1/2"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00006,Inch,Rounded,"0.06""",Fine,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00007,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,0-80,"5/8""",Fully Threaded,ASME B18.6.3,UNF,"0.096""","0.055""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A060,"91794A060 0-80 x 5/8"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00007,Inch,Rounded,"0.06""",Fine,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00013,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,0-80,"3/4""",Fully Threaded,ASME B18.6.3,UNF,"0.096""","0.055""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A071,"91794A071 0-80 x 3/4"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00013,Inch,Rounded,"0.06""",Fine,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00034,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,0-80,"1""",Fully Threaded,ASME B18.6.3,UNF,"0.096""","0.055""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A102,"91794A102 0-80 x 1"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00034,Inch,Rounded,"0.06""",Fine,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00008,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,1-72,"1/8""",Fully Threaded,ASME B18.6.3,UNF,"0.118""","0.066""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A063,"91794A063 1-72 x 1/8"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00008,Inch,Rounded,"0.073""",Fine,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00009,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,1-72,"3/16""",Fully Threaded,ASME B18.6.3,UNF,"0.118""","0.066""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A065,"91794A065 1-72 x 3/16"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00009,Inch,Rounded,"0.073""",Fine,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00010,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,1-72,"1/4""",Fully Threaded,ASME B18.6.3,UNF,"0.118""","0.066""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A066,"91794A066 1-72 x 1/4"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00010,Inch,Rounded,"0.073""",Fine,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00011,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,1-72,"3/8""",Fully Threaded,ASME B18.6.3,UNF,"0.118""","0.066""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A068,"91794A068 1-72 x 3/8"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00011,Inch,Rounded,"0.073""",Fine,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00012,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,1-72,"1/2""",Fully Threaded,ASME B18.6.3,UNF,"0.118""","0.066""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A070,"91794A070 1-72 x 1/2"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00012,Inch,Rounded,"0.073""",Fine,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00047,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,1-72,"5/8""",Fully Threaded,ASME B18.6.3,UNF,"0.118""","0.066""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A120,"91794A120 1-72 x 5/8"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00047,Inch,Rounded,"0.073""",Fine,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00053,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,1-72,"3/4""",Fully Threaded,ASME B18.6.3,UNF,"0.118""","0.066""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A130,"91794A130 1-72 x 3/4"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00053,Inch,Rounded,"0.073""",Fine,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00070,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,1-72,"1""",Fully Threaded,ASME B18.6.3,UNF,"0.118""","0.066""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A186,"91794A186 1-72 x 1"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00070,Inch,Rounded,"0.073""",Fine,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00014,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,2-56,"1/8""",Fully Threaded,ASME B18.6.3,UNC,"0.14""","0.083""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A074,"91794A074 2-56 x 1/8"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00014,Inch,Rounded,"0.086""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00015,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,2-56,"3/16""",Fully Threaded,ASME B18.6.3,UNC,"0.14""","0.083""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A076,"91794A076 2-56 x 3/16"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00015,Inch,Rounded,"0.086""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00016,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,2-56,"1/4""",Fully Threaded,ASME B18.6.3,UNC,"0.14""","0.083""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A077,"91794A077 2-56 x 1/4"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00016,Inch,Rounded,"0.086""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00017,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,2-56,"5/16""",Fully Threaded,ASME B18.6.3,UNC,"0.14""","0.083""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A078,"91794A078 2-56 x 5/16"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00017,Inch,Rounded,"0.086""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00018,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,2-56,"3/8""",Fully Threaded,ASME B18.6.3,UNC,"0.14""","0.083""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A079,"91794A079 2-56 x 3/8"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00018,Inch,Rounded,"0.086""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00019,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,2-56,"7/16""",Fully Threaded,ASME B18.6.3,UNC,"0.14""","0.083""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A080,"91794A080 2-56 x 7/16"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00019,Inch,Rounded,"0.086""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00020,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,2-56,"1/2""",Fully Threaded,ASME B18.6.3,UNC,"0.14""","0.083""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A081,"91794A081 2-56 x 1/2"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00020,Inch,Rounded,"0.086""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00021,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,2-56,"5/8""",Fully Threaded,ASME B18.6.3,UNC,"0.14""","0.083""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A083,"91794A083 2-56 x 5/8"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00021,Inch,Rounded,"0.086""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00022,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,2-56,"3/4""",Fully Threaded,ASME B18.6.3,UNC,"0.14""","0.083""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A084,"91794A084 2-56 x 3/4"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00022,Inch,Rounded,"0.086""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00023,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,2-56,"7/8""",Fully Threaded,ASME B18.6.3,UNC,"0.14""","0.083""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A085,"91794A085 2-56 x 7/8"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00023,Inch,Rounded,"0.086""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00024,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,2-56,"1""",Fully Threaded,ASME B18.6.3,UNC,"0.14""","0.083""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A086,"91794A086 2-56 x 1"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00024,Inch,Rounded,"0.086""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00086,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,2-64,"1/2""",Fully Threaded,ASME B18.6.3,UNF,"0.14""","0.083""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A218,"91794A218 2-64 x 1/2"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00086,Inch,Rounded,"0.086""",Fine,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00025,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,3-48,"1/8""",Fully Threaded,ASME B18.6.3,UNC,"0.161""","0.095""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A089,"91794A089 3-48 x 1/8"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00025,Inch,Rounded,"0.099""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00026,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,3-48,"3/16""",Fully Threaded,ASME B18.6.3,UNC,"0.161""","0.095""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A091,"91794A091 3-48 x 3/16"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00026,Inch,Rounded,"0.099""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00027,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,3-48,"1/4""",Fully Threaded,ASME B18.6.3,UNC,"0.161""","0.095""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A092,"91794A092 3-48 x 1/4"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00027,Inch,Rounded,"0.099""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00028,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,3-48,"5/16""",Fully Threaded,ASME B18.6.3,UNC,"0.161""","0.095""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A093,"91794A093 3-48 x 5/16"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00028,Inch,Rounded,"0.099""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00029,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,3-48,"3/8""",Fully Threaded,ASME B18.6.3,UNC,"0.161""","0.095""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A094,"91794A094 3-48 x 3/8"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00029,Inch,Rounded,"0.099""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00030,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,3-48,"1/2""",Fully Threaded,ASME B18.6.3,UNC,"0.161""","0.095""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A096,"91794A096 3-48 x 1/2"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00030,Inch,Rounded,"0.099""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00031,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,3-48,"5/8""",Fully Threaded,ASME B18.6.3,UNC,"0.161""","0.095""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A098,"91794A098 3-48 x 5/8"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00031,Inch,Rounded,"0.099""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00032,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,3-48,"3/4""",Fully Threaded,ASME B18.6.3,UNC,"0.161""","0.095""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A099,"91794A099 3-48 x 3/4"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00032,Inch,Rounded,"0.099""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00033,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,3-48,"1""",Fully Threaded,ASME B18.6.3,UNC,"0.161""","0.095""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A101,"91794A101 3-48 x 1"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00033,Inch,Rounded,"0.099""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00035,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,4-40,"1/8""",Fully Threaded,ASME B18.6.3,UNC,"0.183""","0.107""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A103,"91794A103 4-40 x 1/8"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00035,Inch,Rounded,"0.112""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00036,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,4-40,"3/16""",Fully Threaded,ASME B18.6.3,UNC,"0.183""","0.107""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A105,"91794A105 4-40 x 3/16"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00036,Inch,Rounded,"0.112""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0141FA00001,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,4-40,"3/16""",Fully Threaded,ASME B18.6.3,UNC,"0.183""","0.107""",316 Stainless Steel,100000 psi,Rockwell B100,91613A431,"91613A431 4-40 x 3/16"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0141FA00001,Inch,Rounded,"0.112""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00037,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,4-40,"1/4""",Fully Threaded,ASME B18.6.3,UNC,"0.183""","0.107""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A106,"91794A106 4-40 x 1/4"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00037,Inch,Rounded,"0.112""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0141FA00002,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,4-40,"1/4""",Fully Threaded,ASME B18.6.3,UNC,"0.183""","0.107""",316 Stainless Steel,100000 psi,Rockwell B100,91613A432,"91613A432 4-40 x 1/4"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0141FA00002,Inch,Rounded,"0.112""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00038,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,4-40,"5/16""",Fully Threaded,ASME B18.6.3,UNC,"0.183""","0.107""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A107,"91794A107 4-40 x 5/16"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00038,Inch,Rounded,"0.112""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00039,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,4-40,"3/8""",Fully Threaded,ASME B18.6.3,UNC,"0.183""","0.107""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A108,"91794A108 4-40 x 3/8"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00039,Inch,Rounded,"0.112""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0141FA00003,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,4-40,"3/8""",Fully Threaded,ASME B18.6.3,UNC,"0.183""","0.107""",316 Stainless Steel,100000 psi,Rockwell B100,91613A433,"91613A433 4-40 x 3/8"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0141FA00003,Inch,Rounded,"0.112""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00040,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,4-40,"7/16""",Fully Threaded,ASME B18.6.3,UNC,"0.183""","0.107""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A109,"91794A109 4-40 x 7/16"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00040,Inch,Rounded,"0.112""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00041,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,4-40,"1/2""",Fully Threaded,ASME B18.6.3,UNC,"0.183""","0.107""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A110,"91794A110 4-40 x 1/2"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00041,Inch,Rounded,"0.112""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0141FA00004,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,4-40,"1/2""",Fully Threaded,ASME B18.6.3,UNC,"0.183""","0.107""",316 Stainless Steel,100000 psi,Rockwell B100,91613A434,"91613A434 4-40 x 1/2"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0141FA00004,Inch,Rounded,"0.112""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00042,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,4-40,"5/8""",Fully Threaded,ASME B18.6.3,UNC,"0.183""","0.107""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A112,"91794A112 4-40 x 5/8"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00042,Inch,Rounded,"0.112""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00043,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,4-40,"3/4""",Fully Threaded,ASME B18.6.3,UNC,"0.183""","0.107""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A113,"91794A113 4-40 x 3/4"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00043,Inch,Rounded,"0.112""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0141FA00005,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,4-40,"3/4""",Fully Threaded,ASME B18.6.3,UNC,"0.183""","0.107""",316 Stainless Steel,100000 psi,Rockwell B100,91613A435,"91613A435 4-40 x 3/4"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0141FA00005,Inch,Rounded,"0.112""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00044,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,4-40,"1""",Fully Threaded,ASME B18.6.3,UNC,"0.183""","0.107""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A115,"91794A115 4-40 x 1"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00044,Inch,Rounded,"0.112""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00045,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,4-40,"1 1/4""",Fully Threaded,ASME B18.6.3,UNC,"0.183""","0.107""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A117,"91794A117 4-40 x 1 1/4"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00045,Inch,Rounded,"0.112""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00046,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,4-40,"1 1/2""",Fully Threaded,ASME B18.6.3,UNC,"0.183""","0.107""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A119,"91794A119 4-40 x 1 1/2"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00046,Inch,Rounded,"0.112""",Coarse,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00123,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,4-48,"1/4""",Fully Threaded,ASME B18.6.3,UNF,"0.183""","0.107""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A741,"91794A741 4-48 x 1/4"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00123,Inch,Rounded,"0.112""",Fine,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00124,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,4-48,"3/8""",Fully Threaded,ASME B18.6.3,UNF,"0.183""","0.107""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A742,"91794A742 4-48 x 3/8"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00124,Inch,Rounded,"0.112""",Fine,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00125,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,4-48,"1/2""",Fully Threaded,ASME B18.6.3,UNF,"0.183""","0.107""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A743,"91794A743 4-48 x 1/2"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00125,Inch,Rounded,"0.112""",Fine,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00127,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,4-48,"3/4""",Fully Threaded,ASME B18.6.3,UNF,"0.183""","0.107""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A745,"91794A745 4-48 x 3/4"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00127,Inch,Rounded,"0.112""",Fine,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
0140FA00128,/products/screws/rounded-head-screws/stainless-steel-fillister-head-slotted-screws/,4-48,"1""",Fully Threaded,ASME B18.6.3,UNF,"0.183""","0.107""",18-8 Stainless Steel,70000 psi,Rockwell B55,91794A746,"91794A746 4-48 x 1"" ASME B18.6.3 Stainless Steel Fillister Head Slotted Screws",0140FA00128,Inch,Rounded,"0.112""",Fine,Right Hand,Class 2A,Slotted,,Compliant,Compliant,"High, Narrow",Fillister,,Passivated
